PRCP ID,Statistical Outlier %,Statistical Outlier Score
1000230502, 10.18680,1
1000230503,3.18061,1
1000230530, 22.74258,1
1000230536,1.93654,1
1000230549,5.53696,1
1000230551,164.28582,2
1000230558,8.56689,1
1000230561,2.45024,1
1000230573,6.06462,1
1000230576,4.18289,1
1000230577,5.58510,1
1000230584, 35.05450,2
1000230591, 36.80439,2
1000230593,1.72148,1
1000230595,6.29916,1
1000230597,9.29762,1
1000230598,244.07590,2
1000230620,5.71865,1
1000230630,8.05568,1
1000230633, 56.50444,2
1000230635, 81.77229,2
1000230643, 89.71859,2
1000230646,5.76587,1
1000230647, 32.61000,1
1000230648,184.95051,2
1000230694,4.05888,1
1000230700,0.14100,3
1000230710,4.31164,1
1000230715,7.11578,1
1000230716,5.65699,1
1000230718,3.82241,1
1000230745,5.08316,1
1000230746,4.10733,1
1000230750,1.50678,1
1000230761,5.58242,1
1000230769,5.76008,1
1000230770,2.82808,1
1000230772,3.20600,1
1000230785, 15.80950,1
1000230788, 42.38104,2
1000230789,7.02667,1
1000230790,0.24500,3
1000230794,9.28523,1
1000230829,270.13700,2
1000230836, 10.80352,1
1000230843,4.20849,1
1000230849,521.14593,2
1000230852,4.51210,1
1000230906,1.15428,3
1000230908,1.81860,1
1000230922,4.26145,1
1000230931,267.68189,2
1000230932, 11.81645,1
1000230967, 17.25909,1
1000230971,2.62700,1
1000230993, 26.39856,1
1000230997, 37.56365,2
1000231006, 24.49518,1
1000231018,0.66632,3
1000231049, 10.27898,1
1000231064,2.13993,1
1000231066,7.35569,1
1000231080,8.52004,1
1000231086,7.23148,1
1000231090,3.60669,1
1000231098, 17.71341,1
1000231107,6.71230,1
1000231127, 10.35944,1
1000231128,0.95034,3
1000231137, 49.77570,2
1000231141,8.17600,1
1000231156,3.69210,1
1000231166,6.93788,1
1000231172,3.00867,1
1000231183,4.43666,1
1000231184,3.03929,1
1000231185, 20.73936,1
1000231191, 19.53517,1
1000231241,4.16283,1
1000231249,4.09037,1
1000231250,7.14323,1
1000231258, 17.07540,1
1000231263, 15.69846,1
1000231269,2.17408,1
1000231271,9.60108,1
1000231288,2.33372,1
1000231294,2.45758,1
1000231309,8.93805,1
1000231311,4.21422,1
1000231320, 11.66310,1
1000231344,7.65060,1
1000231345, 12.53315,1
1000231358,1.66324,1
1000231363, 13.62286,1
1000231364,2.04637,1
1000231381, 10.80824,1
1000231384,2.25352,1
1000231415,3.02214,1
1000231423,4.94517,1
1000231440,2.48455,1
1000231475, 11.05225,1
1000231483,6.33608,1
1000231488,2.18906,1
1000231501,3.38664,1
1000231508,8.09900,1
1000231511,5.23861,1
1000231515,7.95242,1
1000231516,0.66166,3
1000231518,0.67472,3
1000231522,4.49920,1
1000231529,2.51884,1
1000231544,4.92130,1
1000231547,8.09465,1
1000231549,2.88340,1
1000231552, 10.29456,1
1000231557,9.10885,1
1000231558, 16.84194,1
1000231560, 10.30277,1
1000231563,3.66732,1
1000231569,2.28744,1
1000231576,6.61134,1
1000231577,0.98100,3
1000231580,3.40586,1
1000231581, 26.61742,1
1000231593,6.01421,1
1000231595,6.01386,1
1000231598, 11.39173,1
1000231611,1.50268,1
1000231615, 14.29120,1
1000231621,1.80266,1
1000231637, 31.43198,1
1000231638,2.52080,1
1000231642, 11.18068,1
1000231672,0.76400,3
1000231682,1.63409,1
1000231688,1.16109,3
1000231693,3.37115,1
1000231694,4.49184,1
1000231699,6.27082,1
1000231710,1.56300,1
1000231728,3.23832,1
1000231732,2.88929,1
1000231735,1.77761,1
1000231756,4.34854,1
1000231760,154.24963,2
1000231762,6.07135,1
1000231787,0.96890,3
1000231800,5.11175,1
1000231801,912.98270,2
1000231822,2.20405,1
1000231831,3.29035,1
1000231862,4.44206,1
1000231867,6.80798,1
1000231874,4.65080,1
1000231880,470.31451,2
1000231882,4.69603,1
1000231884, 17.35090,1
1000231899, 12.42000,1
1000231918,7.76681,1
1000231940, 12.36173,1
1000231943, 24.06820,1
1000231944, 30.51298,1
1000231948,5.00384,1
1000231949,3.29936,1
1000231952,4.69899,1
1000231966,0.24400,3
1000231969,8.71708,1
1000231970,328.87181,2
1000231972,6.23901,1
1000231973,5.50970,1
1000231974, 11.40301,1
1000231976,7.47120,1
1000231978,2.88652,1
1000231995,4.51340,1
1000231998,4.42785,1
1000232050,4.51371,1
1000232057,6.32756,1
1000232071, 50.77704,2
1000232073, 10.23983,1
1000232079,3.27218,1
1000232083,0.18230,3
1000232086, 16.12244,1
1000232088,6.40833,1
1000232092,6.01384,1
1000232096, 50.25761,2
1000232098,1.70241,1
1000232107, 41.26730,2
1000232112,7.37644,1
1000232121, 21.89562,1
1000232128,3.70692,1
1000232133,2.27494,1
1000232146,1.88364,1
1000232166,1.28481,1
1000232182,3.98400,1
1000232204,0.96662,3
1000232240,2.80970,1
1000232259,4.30112,1
1000232265,5.72860,1
1000232268,1.98332,1
1000232277,1.93700,1
1000232287,8.39702,1
1000232293, 16.84459,1
1000232300,8.86528,1
1000232309, 50.89740,2
1000232319, 13.30615,1
1000232322, 38.86871,2
1000232323,2.68553,1
1000232326, 22.73011,1
1000232327, 17.76487,1
1000232361, 21.49670,1
1000232364, 17.01241,1
1000232390,4.87448,1
1000232394,1.32270,1
1000232398,4.10321,1
1000232417, 10.45102,1
1000232420, 27.38920,1
1000232435,3.70106,1
1000232444,6.89767,1
1000232452, 60.55542,2
1000232460,981.32722,2
1000232463,361.89252,2
1000232466,3.92776,1
1000232482, 11.28260,1
1000232491,4.60940,1
1000232499, 14.43500,1
1000232500,894.35752,2
1000232512, 11.14105,1
1000232516,7.96834,1
1000232553,8.72888,1
1000232554,2.00391,1
1000232555,0.63182,3
1000232589,8.75408,1
1000232598,5.11444,1
1000232616,2.23380,1
1000232618,4.08508,1
1000232639,1.84315,1
1000232645,5.37785,1
1000232649,4.67770,1
1000232653,4.12578,1
1000232654,8.14099,1
1000232660,6.42995,1
1000232662,3.78787,1
1000232667,  12013.15712,4
1000232676,3.71532,1
1000232677,0.35330,3
1000232678, 19.52476,1
1000232684,3.55614,1
1000232689,7.67860,1
1000232690,0.81750,3
1000232694, 20.50937,1
1000232700,4.12577,1
1000232704,6.82460,1
1000232709,0.69020,3
1000232710,2.78169,1
1000232724, 42.84845,2
1000232744, 23.12760,1
1000232755,2.60508,1
1000232764,2.14209,1
1000232771,3.54587,1
1000232774,1.98390,1
1000232775, 17.98362,1
1000232779,9.45664,1
1000232783, 13.69911,1
1000232792, 12.30960,1
1000232793, -0.02000,3
1000232801,170.29197,2
1000232811, 37.12345,2
1000232817, 65.87190,2
1000232821,8.80822,1
1000232824,119.27379,2
1000232826,3.22284,1
1000232842, 14.41025,1
1000232846,6.88187,1
1000232849, 50.84043,2
1000232852,3.72052,1
1000232866, 16.81595,1
1000232871,115.18250,2
1000232872,2.59549,1
1000232875,6.45396,1
1000232879, 22.98064,1
1000232880, 22.00868,1
1000232886,3.97515,1
1000232895,1.31905,1
1000232906,9.03490,1
1000232910, 13.09945,1
1000232911,5.68137,1
1000232942,1.44285,1
1000232948, 10.19338,1
1000232957, 30.00300,1
1000232960,9.44620,1
1000232972,3.63050,1
1000232997,1.97840,1
1000233009, 14.86554,1
1000233011,2.71174,1
1000233012, 37.06768,2
1000233017,6.91430,1
1000233028,3.46792,1
1000233039,1.37733,1
1000233058,238.57723,2
1000233060,4.10373,1
1000233061, 19.07309,1
1000233068, 19.27714,1
1000233071, 14.01952,1
1000233074, 28.15566,1
1000233076,2.81698,1
1000233092,647.86550,2
1000233096,2.76302,1
1000233100, 11.80264,1
1000233101,7.26319,1
1000233104,9.78708,1
1000233107,8.73660,1
1000233108,127.66842,2
1000233111,   2742.68614,2
1000233118,1.31565,1
1000233166,6.31914,1
1000233188,7.55735,1
1000233197,9.48626,1
1000233206,6.14231,1
1000233210,215.79246,2
1000233258,7.76297,1
1000233263,7.24098,1
1000233272, 17.97157,1
1000233275, 10.25845,1
1000233279, 87.30842,2
1000233289, 15.89352,1
1000233310,9.24557,1
1000233346,3.68620,1
1000233348,6.56891,1
1000233349, 21.14223,1
1000233350,6.45070,1
1000233389,8.70600,1
1000233412, 20.55737,1
1000233425,631.80958,2
1000233429,4.47820,1
1000233433,4.93874,1
1000233436, 39.30830,2
1000233440, 35.17526,2
1000233441,1.50871,1
1000233449,4.25755,1
1000233468,2.54600,1
1000233473,115.83106,2
1000233488,1.84108,1
1000233525, 10.37212,1
1000233540,6.85265,1
1000233541,5.20283,1
1000233549, 11.21034,1
1000233558,2.57076,1
1000233569,9.32540,1
1000233573,0.48800,3
1000233577,4.57520,1
1000233578, 15.41344,1
1000233605, 54.96136,2
1000233613,0.64060,3
1000233641,5.16102,1
1000233646,   6012.54770,4
1000233647,2.03756,1
1000233665,2.26254,1
1000233677, 20.90678,1
1000233678,0.65552,3
1000233679, 98.50213,2
1000233692,9.85406,1
1000233713,2.26410,1
1000233731, 68.57342,2
1000233740,7.20999,1
1000233788, 14.98504,1
1000233809, 11.99118,1
1000233813,1.97740,1
1000233816,2.81850,1
1000233818,2.23681,1
1000233823, -8.42753,3
1000233842,7.03697,1
1000233844,6.84360,1
1000233853, 31.63860,1
1000233854, 82.80368,2
1000233868, 66.10512,2
1000233899,7.94955,1
1000233907, 16.39172,1
1000233913,2.58688,1
1000233915,1.57247,1
1000233940,0.96150,3
1000233941,1.37270,1
1000233945,1.89883,1
1000233951, 10.29177,1
1000233953, 76.89750,2
1000233976,1.32380,1
1000233977,6.82584,1
1000233985, 69.15972,2
1000233992,3.37398,1
1000234000,3.33648,1
1000234004, 18.13353,1
1000234013,1.75564,1
1000234015,4.40235,1
1000234016, 21.46661,1
1000234021,9.16416,1
1000234023, 11.34206,1
1000234043,0.26450,3
1000234045,6.93449,1
1000234072, 32.59941,1
1000234077,1.57690,1
1000234092,8.52000,1
1000234111,749.11322,2
1000234141,3.49151,1
1000234145, 11.54911,1
1000234156, 12.81614,1
1000234160,   1483.50541,2
1000234168,1.87083,1
1000234173,5.54172,1
1000234174, 27.90737,1
1000234178,1.03374,3
1000234193, 28.20806,1
1000234194, 10.68000,1
1000234202,1.92200,1
1000234225, 13.61175,1
1000234230,8.31240,1
1000234238,5.09873,1
1000234239,1.17480,3
1000234260,0.20670,3
1000234324,3.57669,1
1000234330,4.74372,1
1000234332,1.49235,1
1000234349,3.60088,1
1000234357,5.92988,1
1000234375, 11.91283,1
1000234377,0.26400,3
1000234378, 11.70916,1
1000234386,1.65910,1
1000234389,1.53547,1
1000234392, 11.81710,1
1000234397,2.38889,1
1000234413,7.72204,1
1000234422,3.60612,1
1000234428, 12.06196,1
1000234432, 13.50773,1
1000234434,1.52669,1
1000234436, 63.17214,2
1000234440, 85.79243,2
1000234441, 38.94997,2
1000234465,8.51640,1
1000234471,1.38200,1
1000234476,4.74954,1
1000234481, 12.95630,1
1000234483, 20.85631,1
1000234522, 14.45962,1
1000234526,4.79794,1
1000234528,5.05158,1
1000234560,5.77647,1
1000234571,5.56077,1
1000234579,2.68891,1
1000234581,3.35890,1
1000234585,0.52800,3
1000234599, 21.61259,1
1000234601,3.50365,1
1000234611,5.94033,1
1000234618, 48.21036,2
1000234621, 79.18156,2
1000234622,4.18216,1
1000234623,3.64558,1
1000234637, 16.64006,1
1000234643,2.63323,1
1000234690,6.42669,1
1000234694,3.84845,1
1000234695,9.44319,1
1000234712,3.24415,1
1000234724,1.45988,1
1000234729,3.39472,1
1000234737,2.72655,1
1000234740,4.44249,1
1000234745,6.47770,1
1000234746, 76.43694,2
1000234747,5.73572,1
1000234748, 10.76900,1
1000234752,0.81700,3
1000234755, 23.15448,1
1000234757,3.68420,1
1000234761,6.99251,1
1000234789,9.31189,1
1000234790, 11.64742,1
1000234794,3.38000,1
1000234800, 16.76189,1
1000234803, 17.54062,1
1000234828,6.57169,1
1000234859,5.98242,1
1000234863,3.59171,1
1000234873,6.10561,1
1000234878,6.71572,1
1000234882, 24.48409,1
1000234896,0.67502,3
1000234905,1.83852,1
1000234919, 98.59880,2
1000234921,2.43994,1
1000234929, 59.37956,2
1000234931, 17.46420,1
1000234934,6.99610,1
1000234937,   1318.62310,2
1000234952,0.86341,3
1000234957,2.30413,1
1000234959,9.22122,1
1000234962,108.59838,2
1000234979,5.77645,1
1000234998, 51.67134,2
1000234999,9.20607,1
1000235007, 14.27655,1
1000235012,0.54100,3
1000235013,692.61536,2
1000235029,1.67666,1
1000235047, 10.05366,1
1000235068,1.95681,1
1000235069,4.46708,1
1000235096,6.48977,1
1000235098,7.35090,1
1000235128, 21.93775,1
1000235139,5.78616,1
1000235145,5.90350,1
1000235150,5.73602,1
1000235158, 15.80825,1
1000235174,4.18950,1
1000235178,6.12032,1
1000235186,4.46819,1
1000235191, 52.97036,2
1000235193,1.21180,3
1000235200,8.51742,1
1000235227,6.98210,1
1000235239,7.23076,1
1000235246, 10.66173,1
1000235251,1.79863,1
1000235257, 10.00888,1
1000235266, 21.21521,1
1000235270, 64.91242,2
1000235278,2.97525,1
1000235279,4.65584,1
1000235299,5.29444,1
1000235311,6.90790,1
1000235319,7.98566,1
1000235320,0.76990,3
1000235325,1.15000,3
1000235339,3.08099,1
1000235344, 13.22815,1
1000235353,9.94469,1
1000235357,2.41826,1
1000235359,9.88554,1
1000235360,1.71382,1
1000235398,3.68184,1
1000235403, 10.24590,1
1000235410,7.95150,1
1000235421, 11.83214,1
1000235438,0.97234,3
1000235460,6.85279,1
1000235471,8.91772,1
1000235475,3.02086,1
1000235481,2.25636,1
1000235485,1.31960,1
1000235493, 13.57225,1
1000235518, 13.88733,1
1000235519,1.94310,1
1000235523,0.25100,3
1000235530,9.83185,1
1000235547, 16.69496,1
1000235555,2.66550,1
1000235559, 33.99845,1
1000235565,7.50411,1
1000235577,7.00230,1
1000235581,2.14050,1
1000235592,1.52249,1
1000235595,7.60239,1
1000235603,7.61482,1
1000235608,3.18358,1
1000235611,2.36910,1
1000235613,1.58792,1
1000235636, 11.45528,1
1000235651, 10.17212,1
1000235653,3.64080,1
1000235663,3.00787,1
1000235678,6.93240,1
1000235682, 12.60602,1
1000235686, 12.25201,1
1000235687,3.60948,1
1000235690,1.88509,1
1000235714, 24.28000,1
1000235715,4.69095,1
1000235719,6.12889,1
1000235723, 55.50090,2
1000235726,7.07167,1
1000235727,5.47799,1
1000235756,1.20064,3
1000235807, 15.65392,1
1000235808,4.54461,1
1000235810,6.45388,1
1000235814,5.20521,1
1000235817, 13.07709,1
1000235820,125.35141,2
1000235822,9.07178,1
1000235824,4.79092,1
1000235845,222.65414,2
1000235846,9.48282,1
1000235868,0.93019,3
1000235869, 14.66560,1
1000235871,7.89285,1
1000235907,6.19225,1
1000235915,3.46539,1
1000235929,1.72300,1
1000235967,3.85900,1
1000236002, 25.57260,1
1000236017, 18.24986,1
1000236019,4.45548,1
1000236021,1.68429,1
1000236023,4.64086,1
1000236024,3.21899,1
1000236027,1.80334,1
1000236028,1.25796,1
1000236029,3.15378,1
1000236035, 14.36284,1
1000236040,1.82033,1
1000236041,3.16449,1
1000236045,7.13232,1
1000236117,5.63400,1
1000236131,3.49997,1
1000236183,5.13745,1
1000236189,7.56516,1
1000236209, 15.59565,1
1000236215,5.31235,1
1000236224,2.39929,1
1000236246,3.01358,1
1000236248,8.23648,1
1000236250,2.13975,1
1000236252,122.01594,2
1000236262, 13.30248,1
1000236265,156.32050,2
1000236267,4.44420,1
1000236296,0.87611,3
1000236307, 19.54054,1
1000236329,7.12458,1
1000236348,4.36346,1
1000236371,531.22139,2
1000236373,2.62333,1
1000236377, 10.27200,1
1000236378, 11.67647,1
1000236405, 26.03643,1
1000236443,0.20899,3
1000236448,5.85321,1
1000236450,618.28089,2
1000236452,1.85204,1
1000236466,4.25707,1
1000236470,5.72674,1
1000236522,0.48030,3
1000236545,3.39570,1
1000236545,4.21230,1
1000236567,2.18558,1
1000236577,1.78980,1
1000236578, 28.77790,1
1000236591,3.41470,1
1000236618,3.42900,1
1000236625,170.48060,2
1000236628,1.13370,3
1000236637, 11.94807,1
1000236664,1.75950,1
1000236667,4.06460,1
1000236668,8.60600,1
1000236680, 36.20658,2
1000236693,6.81404,1
1000236695,3.99759,1
1000236702,2.17110,1
1000236706,209.44344,2
1000236710,4.59310,1
1000236752,3.00080,1
1000236760,3.69880,1
1000236796,3.08947,1
1000236800,268.41537,2
1000236803,8.61423,1
1000236806, 33.54441,1
1000236845,4.52429,1
1000236856, 19.41895,1
1000236879, 10.60308,1
1000236900,4.30275,1
1000236901,6.47228,1
1000236905,4.06476,1
1000236928,6.03872,1
1000236930,3.33837,1
1000236938,156.50956,2
1000237006,4.34766,1
1000237019, 30.79831,1
1000237032,0.21130,3
1000237035, 25.36535,1
1000237038, 18.06526,1
1000237043,1.08940,3
1000237054,3.24741,1
1000237068, 31.09966,1
1000237071,5.55274,1
1000237080, 11.53795,1
1000237092,5.16293,1
1000237113,1.38100,1
1000237124, 11.66044,1
1000237132,4.34820,1
1000237137,1.87668,1
1000237150,6.36896,1
1000237155,298.58169,2
1000237169, 27.33394,1
1000237206,8.47731,1
1000237208, 26.81900,1
1000237226,3.22076,1
1000237229,0.17300,3
1000237253,0.11600,3
1000237258,6.97803,1
1000237262,2.48220,1
1000237272,7.42927,1
1000237277,2.21192,1
1000237289,2.38320,1
1000237292,4.59678,1
1000237295, 24.52777,1
1000237297, 13.73830,1
1000237300,4.27878,1
1000237302,5.29180,1
1000237303,124.40360,2
1000237353,2.74596,1
1000237363, 30.15512,1
1000237366,0.38730,3
1000237368, 11.43503,1
1000237380,5.91703,1
1000237383,8.58618,1
1000237388,9.61944,1
1000237389,5.34658,1
1000237399,5.94330,1
1000237402,1.82088,1
1000237418,3.26882,1
1000237433,4.63728,1
1000237436,6.07460,1
1000237448,4.57384,1
1000237452,7.14980,1
1000237455, 11.80093,1
1000237459, 97.76565,2
1000237469, 15.18849,1
1000237473,8.33889,1
1000237480,3.45304,1
1000237484,1.29050,1
1000237503,1.93800,1
1000237505,457.39516,2
1000237511,5.60200,1
1000237512,1.53994,1
1000237520,0.86200,3
1000237550,7.60600,1
1000237553, 22.97342,1
1000237576,9.18682,1
1000237582,1.75611,1
1000237587, 13.63560,1
1000237595,5.28291,1
1000237597,3.09470,1
1000237599,0.85290,3
1000237601,5.46227,1
1000237616,7.25290,1
1000237620, 10.15749,1
1000237640,3.06542,1
1000237650, 10.50854,1
1000237657, 23.78710,1
1000237676,7.99421,1
1000237679,752.26824,2
1000237685, 13.01308,1
1000237695,466.33107,2
1000237706,1.73136,1
1000237716,2.89130,1
1000237744,3.49419,1
1000237779,3.60055,1
1000237788,6.17412,1
1000237815, 60.19227,2
1000237823, 13.18988,1
1000237833,242.97828,2
1000237834,2.37066,1
1000237852,0.39912,3
1000237867,2.70128,1
1000237906,5.71577,1
1000237909,4.08566,1
1000237921,5.24100,1
1000237923,5.09341,1
1000237928,0.78260,3
1000237944, 12.22612,1
1000237959, 40.84030,2
1000237961,0.85328,3
1000237989,5.23474,1
1000238002,9.00744,1
1000238009,4.76816,1
1000238023,1.23845,1
1000238035,5.19778,1
1000238037,4.44127,1
1000238060,3.66867,1
1000238072,2.07684,1
1000238086,4.20690,1
1000238088, 50.50354,2
1000238144,7.72346,1
1000238147,6.02364,1
1000238154,9.60651,1
1000238159,2.71497,1
1000238183,3.72097,1
1000238187,5.09895,1
1000238195,421.85642,2
1000238227,7.84602,1
1000238258,2.14670,1
1000238269,4.16182,1
1000238275,9.17304,1
1000238295,5.64555,1
1000238325, 17.85962,1
1000238369,0.91882,3
1000238381,5.09539,1
1000238397, 30.04810,1
1000238399, 30.84060,1
1000238414,1.69511,1
1000238418,0.95572,3
1000238423,3.30984,1
1000238424,146.98880,2
1000238425, 68.15222,2
1000238428, 21.46966,1
1000238465, 12.72668,1
1000238494,9.18714,1
1000238511,8.20075,1
1000238518,5.16372,1
1000238528,2.00620,1
1000238537, 24.83929,1
1000238539,4.71620,1
1000238567, 10.93550,1
1000238568, 58.31720,2
1000238573,2.50430,1
1000238579, 27.89559,1
1000238580,5.16470,1
1000238582, 28.00028,1
1000238584,4.48796,1
1000238598, 52.40042,2
1000238618,3.94662,1
1000238625, 13.21650,1
1000238630,8.48466,1
1000238631,7.54731,1
1000238633,2.48111,1
1000238659,5.79930,1
1000238661,5.39798,1
1000238677,6.29705,1
1000238716,2.15790,1
1000238738,3.84735,1
1000238750, 10.32451,1
1000238759,1.16725,3
1000238763,7.74582,1
1000238775,1.44030,1
1000238800,5.17449,1
1000238819,5.46764,1
1000238848,4.97709,1
1000238852,3.77300,1
1000238881,3.00382,1
1000238882,7.94420,1
1000238893, 15.07775,1
1000238918,2.06614,1
1000238950,9.02470,1
1000238963,1.44932,1
1000238974,3.57728,1
1000238978,4.55523,1
1000238982,1.96200,1
1000238985,2.01163,1
1000238992, 63.36032,2
1000239001,7.77347,1
1000239005, 74.18497,2
1000239009,5.61151,1
1000239057,4.64591,1
1000239075,2.44110,1
1000239085,2.03919,1
1000239098,3.85291,1
1000239103, 65.98278,2
1000239104,9.72950,1
1000239116,2.40225,1
1000239126,2.02170,1
1000239130,7.91673,1
1000239131,   1218.67018,2
1000239140, 21.66720,1
1000239164,1.92080,1
1000239177,2.14071,1
1000239209,3.92162,1
1000239227,5.38759,1
1000239239,4.86913,1
1000239249,2.69100,1
1000239284, 10.78080,1
1000239301,1.34923,1
1000239309,2.31549,1
1000239315,6.01364,1
1000239317, 14.08226,1
1000239331,8.41470,1
1000239341,3.20026,1
1000239347,8.66350,1
1000239356,9.60333,1
1000239359,2.32807,1
1000239369,2.14318,1
1000239372, 15.22142,1
1000239375, 70.35309,2
1000239394,4.32547,1
1000239401,2.03800,1
1000239408,1.07460,3
1000239414,9.68252,1
1000239433, 15.27298,1
1000239447,3.23250,1
1000239490,8.46112,1
1000239494,   2500.87590,2
1000239535,2.88915,1
1000239541,3.73673,1
1000239566, 18.59182,1
1000239578,6.63140,1
1000239582,3.41276,1
1000239583, 59.32962,2
1000239607,1.62549,1
1000239619,819.58463,2
1000239626,843.29934,2
1000239632,7.61001,1
1000239648,1.05264,3
1000239655,0.04370,3
1000239659,8.34697,1
1000239670,4.40208,1
1000239677,8.72076,1
1000239680,2.31368,1
1000239686,4.03761,1
1000239689,1.37654,1
1000239696,4.80560,1
1000239703, 13.50875,1
1000239710,4.00497,1
1000239713,5.34900,1
1000239719,   1172.01946,2
1000239761,5.49721,1
1000239782,3.89998,1
1000239786,2.64077,1
1000239795,   2257.91628,2
1000239799,3.09001,1
1000239805,3.72752,1
1000239830, 44.85029,2
1000239853,8.46536,1
1000239874,5.91847,1
1000239875,4.42276,1
1000239881,5.20930,1
1000239899,0.90900,3
1000239906,693.84733,2
1000239914, 20.64477,1
1000239917,3.61240,1
1000239922,6.45022,1
1000239925,9.28756,1
1000239934,1.87056,1
1000239945,3.36757,1
1000239964, 13.32744,1
1000239984,1.87514,1
1000239987, 26.33610,1
1000239999,1.39550,1
1000240017,2.84147,1
1000240032,4.59828,1
1000240040, 10.34880,1
1000240056,9.69366,1
1000240090,147.37620,2
1000240094, 10.67880,1
1000240116,5.80322,1
1000240131, 15.46663,1
1000240137,9.54674,1
1000240158,9.64851,1
1000240191,3.54503,1
1000240206,3.66308,1
1000240210, 28.35170,1
1000240219,3.35788,1
1000240226,2.22562,1
1000240240, 10.63418,1
1000240243,5.16573,1
1000240249,1.80902,1
1000240255,8.21352,1
1000240259, 10.83988,1
1000240274,3.46213,1
1000240275, 13.20724,1
1000240295,0.62000,3
1000240303, 54.76990,2
1000240335,2.83474,1
1000240343,4.92390,1
1000240351,2.32892,1
1000240355,1.15845,3
1000240363,2.82716,1
1000240364,2.76309,1
1000240388,   1136.73459,2
1000240435,3.20042,1
1000240449,225.77560,2
1000240460,3.08898,1
1000240470,2.60345,1
1000240471,1.10635,3
1000240483,2.18010,1
1000240484,5.06490,1
1000240492,3.33398,1
1000240497,7.73722,1
1000240507,0.60496,3
1000240514,9.81574,1
1000240516,8.95041,1
1000240520,597.65002,2
1000240581,3.61594,1
1000240612, 18.19987,1
1000240617,0.85050,3
1000240622,1.95130,1
1000240641, 19.54832,1
1000240655, 11.10284,1
1000240674,250.29977,2
1000240687,3.14700,1
1000240696,1.15760,3
1000240715,8.73615,1
1000240717,7.32560,1
1000240718, 13.86466,1
1000240720,169.02000,2
1000240721,5.40920,1
1000240724,7.23176,1
1000240756,2.71268,1
1000240773,7.17421,1
1000240788, 36.46238,2
1000240799,4.76148,1
1000240800, 12.56485,1
1000240805,5.73920,1
1000240816,4.21330,1
1000240827,7.80112,1
1000240842, 11.63878,1
1000240844,110.13531,2
1000240881, 23.48440,1
1000240893, 17.33229,1
1000240910,6.32342,1
1000240928, 13.58907,1
1000240958,2.49730,1
1000240964,1.51686,1
1000240970,3.92252,1
1000240971,6.06978,1
1000240976,9.18362,1
1000240978,6.62648,1
1000240981,1.79100,1
1000240983,128.41391,2
1000240984,4.19842,1
1000241007,0.65649,3
1000241010,1.11412,3
1000241012, 39.15956,2
1000241024,3.72630,1
1000241034,136.37365,2
1000241048,2.48394,1
1000241052, 14.12443,1
1000241066, 15.29784,1
1000241073,2.96511,1
1000241085,4.13141,1
1000241090,4.40438,1
1000241102, 26.33408,1
1000241103,536.51589,2
1000241107, 39.36002,2
1000241117,5.06960,1
1000241155,1.69008,1
1000241159, 14.43572,1
1000241163,5.88444,1
1000241164,2.11736,1
1000241173,2.14294,1
1000241208,0.77382,3
1000241211,2.39962,1
1000241213,5.90178,1
1000241229, 56.95664,2
1000241231,0.23800,3
1000241234, 17.76120,1
1000241241, 18.26119,1
1000241248,1.82265,1
1000241267, 42.51800,2
1000241268, 94.77294,2
1000241280,6.52824,1
1000241292,4.24842,1
1000241297, 10.53384,1
1000241298,3.31128,1
1000241310,9.14997,1
1000241315,1.68408,1
1000241320,3.32654,1
1000241326,4.23694,1
1000241327,4.40801,1
1000241332,3.21800,1
1000241334,2.41627,1
1000241342,3.56871,1
1000241343,8.81280,1
1000241400,3.25377,1
1000241427,1.66710,1
1000241444,6.56311,1
1000241446,6.61867,1
1000241452,3.68275,1
1000241454, 11.79176,1
1000241460,7.34298,1
1000241471, 14.29966,1
1000241474,1.83767,1
1000241483,7.64400,1
1000241485,3.20424,1
1000241488,4.28368,1
1000241490,2.89053,1
1000241516, 69.94532,2
1000241553,2.21361,1
1000241589,4.47030,1
1000241598,1.99690,1
1000241601,3.40566,1
1000241617,3.76649,1
1000241633,8.12676,1
1000241638,1.45570,1
1000241642, 50.75130,2
1000241648,7.94377,1
1000241679,8.41642,1
1000241680, 18.05864,1
1000241682,9.09192,1
1000241695,1.32317,1
1000241697,1.15830,3
1000241698,3.46863,1
1000241701,0.86050,3
1000241702,0.22400,3
1000241716,   2309.74102,2
1000241717,2.48059,1
1000241725,8.63200,1
1000241752,0.67130,3
1000241753,3.44488,1
1000241775,4.53983,1
1000241786,1.01663,3
1000241790,3.18448,1
1000241793, 22.71190,1
1000241799,0.16430,3
1000241821,3.88384,1
1000241842, 11.65636,1
1000241872,916.72947,2
1000241941,8.26590,1
1000241948,5.23166,1
1000241951, 20.48102,1
1000241953,3.83856,1
1000241955,   2649.70817,2
1000241962, 45.34330,2
1000241968,1.07343,3
1000241971, 20.06588,1
1000241974,6.78631,1
1000241980, 10.24227,1
1000241982, 43.30598,2
1000241999,8.16183,1
1000242009, 21.82122,1
1000242020, 31.19558,1
1000242022,8.00916,1
1000242029,128.70931,2
1000242038,9.17064,1
1000242041, 16.75328,1
1000242052,4.48342,1
1000242084,5.67330,1
1000242087,363.54574,2
1000242101,6.78360,1
1000242106,1.35710,1
1000242119,3.76476,1
1000242121,3.42086,1
1000242132,7.53536,1
1000242137,4.48729,1
1000242141, 62.93472,2
1000242147,206.41570,2
1000242152,3.25290,1
