PRCP ID,Auto-Encoder Outlier %,Auto-Encoder Outlier Score
1000225954,0.000567,2
1000225963,0.000087,1
1000225964,0.000126,1
1000225972,0.000085,1
1000225978,0.000081,1
1000225994,0.000101,1
1000226014,0.000085,1
1000226019,0.000084,1
1000226021,0.000084,1
1000226027,0.000087,1
1000226028,0.000085,1
1000226034,0.000086,1
1000226037,0.00009,1
1000226042,0.000091,1
1000226043,0.000524,2
1000226075,0.000088,1
1000226094,0.000087,1
1000226125,0.000082,1
1000226128,0.000085,1
1000226149,0.000089,1
1000226153,0.000084,1
1000226157,0.000086,1
1000226166,0.000085,1
1000226185,0.000092,1
1000226191,0.000088,1
1000226195,0.000077,3
1000226197,0.000183,2
1000226198,0.000085,1
1000226211,0.000083,1
1000226212,0.000303,2
1000226214,0.000088,1
1000226217,0.000081,1
1000226224,0.00016,2
1000226230,0.000079,3
1000226238,0.000087,1
1000226289,0.000109,1
1000226290,0.000081,1
1000226296,0.000084,1
1000226298,0.000089,1
1000226327,0.000083,1
1000226338,0.000077,3
1000226348,0.000085,1
1000226354,0.000113,1
1000226376,0.000082,1
1000226388,0.000083,1
1000226398,0.000087,1
1000226400,0.000079,3
1000226402,0.000081,1
1000226405,0.000105,1
1000226407,0.000084,1
1000226409,0.000083,1
1000226414,0.000108,1
1000226442,0.000245,2
1000226460,0.000108,1
1000226491,0.000183,2
1000226507,0.000084,1
1000226519,0.000681,2
1000226533,0.00008,1
1000226535,0.000086,1
1000226550,0.000603,2
1000226563,0.000115,1
1000226588,0.00008,1
1000226594,0.000079,3
1000226599,0.00008,1
1000226605,0.000111,1
1000226615,0.000084,1
1000226627,0.000093,1
1000226629,0.000118,1
1000226650,0.000086,1
1000226651,0.00011,1
1000226652,0.000515,2
1000226653,0.000121,1
1000226654,0.00009,1
1000226655,0.000269,2
1000226657,0.000084,1
1000226676,0.000084,1
1000226739,0.000103,1
1000226740,0.000088,1
1000226755,0.000087,1
1000226764,0.000093,1
1000226779,0.000107,1
1000226784,0.000085,1
1000226796,0.000083,1
1000226804,0.000089,1
1000226805,0.000084,1
1000226811,0.000083,1
1000226813,0.000085,1
1000226837,0.000257,2
1000226840,0.000084,1
1000226847,0.000124,1
1000226848,0.000089,1
1000226849,0.000133,2
1000226858,0.000088,1
1000226868,0.000089,1
1000226878,0.000083,1
1000226883,0.000085,1
1000226892,0.00011,1
1000226894,0.000083,1
1000226899,0.000092,1
1000226902,0.000108,1
1000226904,0.000089,1
1000226933,0.000087,1
1000226943,0.000082,1
1000226965,0.000086,1
1000226968,0.000083,1
1000226980,0.000083,1
1000226984,0.000086,1
1000226996,0.000086,1
1000226997,0.000084,1
1000227001,0.000106,1
1000227002,0.000097,1
1000227003,0.000087,1
1000227004,0.000089,1
1000227007,0.000083,1
1000227027,0.000083,1
1000227028,0.000098,1
1000227030,0.000078,3
1000227037,0.000085,1
1000227041,0.00008,1
1000227064,0.000487,2
1000227071,0.000085,1
1000227076,0.000079,3
1000227077,0.000514,2
1000227082,0.000086,1
1000227098,0.000084,1
1000227099,0.000132,2
1000227101,0.000089,1
1000227132,0.000094,1
1000227137,0.000092,1
1000227142,0.000088,1
1000227148,0.000112,1
1000227155,0.000085,1
1000227157,0.000081,1
1000227164,0.000108,1
1000227167,0.000128,1
1000227176,0.000084,1
1000227191,0.000099,1
1000227213,0.000096,1
1000227214,0.000078,3
1000227218,0.000086,1
1000227219,0.000091,1
1000227236,0.000082,1
1000227240,0.000108,1
1000227244,0.000134,2
1000227251,0.000092,1
1000227256,0.000084,1
1000227258,0.000126,1
1000227260,0.00009,1
1000227290,0.000092,1
1000227300,0.000084,1
1000227312,0.000084,1
1000227320,0.000083,1
1000227321,0.000092,1
1000227323,0.000088,1
1000227328,0.000129,1
1000227339,0.000088,1
1000227348,0.000308,2
1000227349,0.000085,1
1000227357,0.000084,1
1000227373,0.000079,3
1000227409,0.000142,2
1000227422,0.000085,1
1000227424,0.000076,3
1000227430,0.000086,1
1000227436,0.000294,2
1000227437,0.000086,1
1000227441,0.00044,2
1000227448,0.000082,1
1000227461,0.000084,1
1000227495,0.000107,1
1000227497,0.000086,1
1000227518,0.000083,1
1000227521,0.000547,2
1000227538,0.000084,1
1000227540,0.000135,2
1000227546,0.000509,2
1000227548,0.000078,3
1000227550,0.000083,1
1000227563,0.000113,1
1000227578,0.000085,1
1000227592,0.000084,1
1000227593,0.000079,3
1000227608,0.000082,1
1000227609,0.00008,3
1000227613,0.000084,1
1000227623,0.000082,1
1000227637,0.000083,1
1000227638,0.000082,1
1000227639,0.000096,1
1000227641,0.000087,1
1000227651,0.000089,1
1000227657,0.000232,2
1000227675,0.000085,1
1000227685,0.000085,1
1000227701,0.000083,1
1000227708,0.000098,1
1000227740,0.000083,1
1000227743,0.000087,1
1000227751,0.000081,1
1000227755,0.000084,1
1000227758,0.000088,1
1000227759,0.000086,1
1000227760,0.000115,1
1000227769,0.000087,1
1000227784,0.000123,1
1000227792,0.000088,1
1000227800,0.000088,1
1000227805,0.000085,1
1000227817,0.000084,1
1000227824,0.000091,1
1000227829,0.000083,1
1000227831,0.000081,1
1000227843,0.000087,1
1000227850,0.00009,1
1000227872,0.000101,1
1000227873,0.000089,1
1000227877,0.00009,1
1000227883,0.000087,1
1000227886,0.000088,1
1000227891,0.000082,1
1000227909,0.00009,1
1000227937,0.000121,1
1000227958,0.000092,1
1000227979,0.000084,1
1000227990,0.000078,3
1000227997,0.000085,1
1000227999,0.00011,1
1000228000,0.000108,1
1000228008,0.000085,1
1000228016,0.000083,1
1000228028,0.000087,1
1000228033,0.000088,1
1000228034,0.000084,1
1000228061,0.000083,1
1000228069,0.000082,1
1000228076,0.000088,1
1000228077,0.000084,1
1000228083,0.000547,2
1000228091,0.000143,2
1000228093,0.000161,2
1000228095,0.000263,2
1000228121,0.000085,1
1000228122,0.000079,3
1000228123,0.000094,1
1000228124,0.000088,1
1000228138,0.000089,1
1000228140,0.000086,1
1000228145,0.000077,3
1000228149,0.000286,2
1000228153,0.00008,3
1000228157,0.000122,1
1000228166,0.000088,1
1000228181,0.000088,1
1000228182,0.000085,1
1000228186,0.000257,2
1000228187,0.000082,1
1000228197,0.000078,3
1000228223,0.000082,1
1000228233,0.000085,1
1000228243,0.000118,1
1000228258,0.000088,1
1000228288,0.000084,1
1000228301,0.000114,1
1000228302,0.000081,1
1000228319,0.000086,1
1000228325,0.000084,1
1000228346,0.00021,2
1000228366,0.000089,1
1000228390,0.000081,1
1000228391,0.000544,2
1000228396,0.000089,1
1000228410,0.000078,3
1000228416,0.000087,1
1000228423,0.00063,2
1000228433,0.000098,1
1000228444,0.000083,1
1000228481,0.000084,1
1000228503,0.000124,1
1000228508,0.000137,2
1000228511,0.000085,1
1000228521,0.000088,1
1000228523,0.000087,1
1000228540,0.000086,1
1000228541,0.000078,3
1000228578,0.000086,1
1000228587,0.000127,1
1000228600,0.000083,1
1000228606,0.000084,1
1000228612,0.000087,1
1000228622,0.000083,1
1000228660,0.000085,1
1000228692,0.00008,3
1000228699,0.000083,1
1000228707,0.00009,1
1000228711,0.000078,3
1000228712,0.000085,1
1000228729,0.000084,1
1000228756,0.000089,1
1000228757,0.000083,1
1000228759,0.000088,1
1000228762,0.000088,1
1000228767,0.000109,1
1000228780,0.000979,4
1000228789,0.000079,3
1000228801,0.000089,1
1000228808,0.000246,2
1000228817,0.000084,1
1000228822,0.000085,1
1000228825,0.000087,1
1000228827,0.000088,1
1000228852,0.000086,1
1000228892,0.000083,1
1000228896,0.000087,1
1000228899,0.000078,3
1000228907,0.00008,3
1000228912,0.000087,1
1000228930,0.000083,1
1000228934,0.00018,2
1000228935,0.000083,1
1000228943,0.000086,1
1000228947,0.000086,1
1000228948,0.000104,1
1000228950,0.000083,1
1000228953,0.000125,1
1000228954,0.000094,1
1000228957,0.00009,1
1000228958,0.000085,1
1000228961,0.000088,1
1000228962,0.00009,1
1000228969,0.000089,1
1000228976,0.000081,1
1000228986,0.000085,1
1000228988,0.000098,1
1000229001,0.000104,1
1000229003,0.000082,1
1000229008,0.000081,1
1000229012,0.000083,1
1000229014,0.000202,2
1000229019,0.000093,1
1000229025,0.000162,2
1000229069,0.000086,1
1000229079,0.000085,1
1000229095,0.000083,1
1000229110,0.000091,1
1000229128,0.000123,1
1000229135,0.000542,2
1000229137,0.00009,1
1000229144,0.000463,2
1000229148,0.000079,3
1000229192,0.000086,1
1000229194,0.000084,1
1000229195,0.000129,1
1000229209,0.000085,1
1000229210,0.000083,1
1000229218,0.000078,3
1000229220,0.000088,1
1000229243,0.000091,1
1000229253,0.000085,1
1000229258,0.00009,1
1000229273,0.000084,1
1000229288,0.000087,1
1000229289,0.000108,1
1000229294,0.000089,1
1000229310,0.000085,1
1000229325,0.000086,1
1000229338,0.000282,2
1000229340,0.000108,1
1000229367,0.000111,1
1000229378,0.000083,1
1000229384,0.000084,1
1000229390,0.000126,1
1000229394,0.000087,1
1000229403,0.000088,1
1000229489,0.000079,3
1000229493,0.000126,1
1000229498,0.000078,3
1000229499,0.000087,1
1000229510,0.000077,3
1000229514,0.000084,1
1000229529,0.000088,1
1000229530,0.000086,1
1000229536,0.000084,1
1000229546,0.00008,3
1000229554,0.000083,1
1000229559,0.000083,1
1000229568,0.000078,3
1000229579,0.000087,1
1000229584,0.000115,1
1000229590,0.000094,1
1000229594,0.000078,3
1000229597,0.000108,1
1000229598,0.000102,1
1000229610,0.000085,1
1000229615,0.000089,1
1000229616,0.000184,2
1000229617,0.000127,1
1000229654,0.000092,1
1000229658,0.000084,1
1000229664,0.000081,1
1000229678,0.00008,1
1000229684,0.00008,1
1000229716,0.000091,1
1000229729,0.000085,1
1000229731,0.000093,1
1000229739,0.000088,1
1000229742,0.000494,2
1000229745,0.000129,1
1000229746,0.000086,1
1000229750,0.000087,1
1000229758,0.00008,3
1000229761,0.000086,1
1000229772,0.000083,1
1000229784,0.000087,1
1000229808,0.000085,1
1000229831,0.000087,1
1000229833,0.000083,1
1000229850,0.00008,1
1000229858,0.000085,1
1000229872,0.000083,1
1000229875,0.00008,3
1000229886,0.000089,1
1000229890,0.000082,1
1000229895,0.000086,1
1000229908,0.000086,1
1000229919,0.000083,1
1000229921,0.000084,1
1000229931,0.000113,1
1000229941,0.000085,1
1000229946,0.000081,1
1000229950,0.000081,1
1000229955,0.000083,1
1000229964,0.000132,2
1000229965,0.00008,3
1000229970,0.000082,1
1000229978,0.000083,1
1000229980,0.000104,1
1000229987,0.000182,2
1000229988,0.000083,1
1000229991,0.000088,1
1000230052,0.000115,1
1000230056,0.000094,1
1000230113,0.000089,1
1000230114,0.000122,1
1000230124,0.00008,3
1000230131,0.000085,1
1000230135,0.000089,1
1000230138,0.000092,1
1000230142,0.000088,1
1000230148,0.000088,1
1000230150,0.000087,1
1000230166,0.00008,1
1000230168,0.000083,1
1000230174,0.000088,1
1000230178,0.000091,1
1000230194,0.000084,1
1000230196,0.000089,1
1000230197,0.000091,1
1000230208,0.000084,1
1000230215,0.000115,1
1000230252,0.000084,1
1000230259,0.000086,1
1000230271,0.000084,1
1000230290,0.000083,1
1000230302,0.000095,1
1000230308,0.000302,2
1000230314,0.000085,1
1000230327,0.00008,1
1000230337,0.00008,1
1000230339,0.000089,1
1000230340,0.000085,1
1000230356,0.00008,1
1000230358,0.000079,3
1000230373,0.000089,1
1000230379,0.000083,1
1000230382,0.000085,1
1000230386,0.000082,1
1000230389,0.000083,1
1000230398,0.000078,3
1000230410,0.000083,1
1000230416,0.000085,1
1000230426,0.000088,1
1000230435,0.000097,1
1000230460,0.000096,1
1000230462,0.000109,1
1000230463,0.000088,1
1000230466,0.000488,2
1000230475,0.000466,2
1000230493,0.000096,1
1000230499,0.000117,1
1000230502,0.000089,1
1000230503,0.000083,1
1000230530,0.000134,2
1000230536,0.000083,1
1000230549,0.000079,3
1000230551,0.000552,2
1000230558,0.000089,1
1000230561,0.000084,1
1000230573,0.000086,1
1000230576,0.000081,1
1000230577,0.000079,3
1000230584,0.000081,1
1000230591,0.000081,1
1000230593,0.00008,3
1000230595,0.000088,1
1000230597,0.000127,1
1000230598,0.000184,2
1000230620,0.000082,1
1000230630,0.000083,1
1000230633,0.000134,2
1000230635,0.000125,1
1000230643,0.000087,1
1000230646,0.00008,3
1000230647,0.000551,2
1000230648,0.000414,2
1000230694,0.000096,1
1000230700,0.00009,1
1000230710,0.000086,1
1000230715,0.000077,3
1000230716,0.000084,1
1000230718,0.000084,1
1000230745,0.000081,1
1000230746,0.000084,1
1000230750,0.000084,1
1000230761,0.000086,1
1000230769,0.000106,1
1000230770,0.000081,1
1000230772,0.000114,1
1000230785,0.000093,1
1000230788,0.000085,1
1000230789,0.000083,1
1000230790,0.000084,1
1000230794,0.000077,3
1000230829,0.000491,2
1000230836,0.000092,1
1000230843,0.000092,1
1000230849,0.000109,1
1000230852,0.000106,1
1000230906,0.000089,1
1000230908,0.000085,1
1000230922,0.000084,1
1000230931,0.000484,2
1000230932,0.000137,2
1000230967,0.000083,1
1000230971,0.000095,1
1000230993,0.000082,1
1000230997,0.000113,1
1000231006,0.000088,1
1000231018,0.000103,1
1000231049,0.000085,1
1000231064,0.000096,1
1000231066,0.000085,1
1000231080,0.000077,3
1000231086,0.000085,1
1000231090,0.000098,1
1000231098,0.000087,1
1000231107,0.00009,1
1000231127,0.000086,1
1000231128,0.000089,1
1000231137,0.000085,1
1000231141,0.000539,2
1000231156,0.000083,1
1000231166,0.00008,1
1000231172,0.000081,1
1000231183,0.000082,1
1000231184,0.000091,1
1000231185,0.000086,1
1000231191,0.000126,1
1000231241,0.00008,1
1000231249,0.000085,1
1000231250,0.000087,1
1000231258,0.00009,1
1000231263,0.000084,1
